-1.250000000000000000e+01,-1.250000000000000000e+01,-1.250000000000000000e+01,2.500000000000000000e+00
-1.210170448346438477e+01,-1.246806820843906749e+01,-1.236000000000000121e+01,2.500000000000000000e+00
-1.171358359845970476e+01,-1.237308854520610168e+01,-1.219999999999999929e+01,2.500000000000000000e+00
-1.134555206114629300e+01,-1.221748730694821106e+01,-1.204000000000000092e+01,2.500000000000000000e+00
-1.100701139659402017e+01,-1.200523939471073120e+01,-1.187999999999999901e+01,2.500000000000000000e+00
-1.070660977275119308e+01,-1.174176677336791386e+01,-1.171999999999999886e+01,2.500000000000000000e+00
-1.045202107924750479e+01,-1.143379996518114083e+01,-1.155999999999999872e+01,2.500000000000000000e+00
-1.024974889455873672e+01,-1.108920611569178050e+01,-1.140000000000000213e+01,2.500000000000000000e+00
-1.010496034927693643e+01,-1.071678802407988940e+01,-1.124000000000000377e+01,2.500000000000000000e+00
-1.002135412952078397e+01,-1.032605927184536299e+01,-1.108000000000000185e+01,2.500000000000000000e+00
-1.000106599239623684e+01,-9.927001194246777516e+00,-1.091999999999999815e+01,2.500000000000000000e+00
-1.003610266839721632e+01,-9.528661021106767492e+00,-1.082289800354984521e+01,2.500000000000000000e+00
-1.007854489155133493e+01,-9.130919072484628529e+00,-1.082289800354983988e+01,2.500000000000000000e+00
-1.012098711470545176e+01,-8.733177123862489566e+00,-1.082289800354984521e+01,2.500000000000000000e+00
-1.016342933785957037e+01,-8.335435175240352379e+00,-1.082289800354984166e+01,2.500000000000000000e+00
-1.020587156101368720e+01,-7.937693226618213416e+00,-1.082289800354984521e+01,2.500000000000000000e+00
-1.024831378416780581e+01,-7.539951277996074452e+00,-1.082289800354983988e+01,2.500000000000000000e+00
-1.029075600732192441e+01,-7.142209329373935489e+00,-1.082289800354983633e+01,2.500000000000000000e+00
-1.033319823047604302e+01,-6.744467380751796526e+00,-1.082289800354984166e+01,2.500000000000000000e+00
-1.037564045363016163e+01,-6.346725432129657563e+00,-1.082289800354984521e+01,2.500000000000000000e+00
-1.041449076094922255e+01,-5.948665122268764982e+00,-1.085661046647691919e+01,2.500000000000000000e+00
-1.040354110435787582e+01,-5.549241709303030845e+00,-1.101661046647692110e+01,2.500000000000000000e+00
-1.032909588279386170e+01,-5.156664498055423707e+00,-1.117661046647692125e+01,2.500000000000000000e+00
-1.019305683169533339e+01,-4.780962043470847966e+00,-1.133661046647692494e+01,2.500000000000000000e+00
-9.998899127561349687e+00,-4.431731827524284739e+00,-1.149661046647693041e+01,2.500000000000000000e+00
-9.751582613062597105e+00,-4.117895087385639030e+00,-1.165661046647691101e+01,2.500000000000000000e+00
-9.457425095711514018e+00,-3.847468918551129491e+00,-1.181661046647691649e+01,2.500000000000000000e+00
