-1.250000000000000000e+01,-1.250000000000000000e+01,-1.250000000000000000e+01,2.000000000000000000e+00
-1.220112373505280168e+01,-1.247754215587208471e+01,-1.237500000000000000e+01,2.000000000000000000e+00
-1.190895958667732124e+01,-1.241067297825121152e+01,-1.222499999999999964e+01,2.000000000000000000e+00
-1.162714159711843287e+01,-1.230798327454513519e+01,-1.213758611835774559e+01,2.000000000000000000e+00
-1.134662847225432891e+01,-1.220162356986814878e+01,-1.213758611835774559e+01,2.000000000000000000e+00
-1.106611534739022495e+01,-1.209526386519116237e+01,-1.213758611835774559e+01,2.000000000000000000e+00
-1.078560222252612277e+01,-1.198890416051417596e+01,-1.213758611835774559e+01,2.000000000000000000e+00
-1.050508909766201882e+01,-1.188254445583718777e+01,-1.213758611835774559e+01,2.000000000000000000e+00
-1.022457597279791486e+01,-1.177618475116020136e+01,-1.213758611835774559e+01,2.000000000000000000e+00
-9.944062847933810900e+00,-1.166982504648321495e+01,-1.213758611835774737e+01,2.000000000000000000e+00
-9.663549723069706943e+00,-1.156346534180622854e+01,-1.213758611835774737e+01,2.000000000000000000e+00
-9.383036598205602985e+00,-1.145710563712924213e+01,-1.213758611835774559e+01,2.000000000000000000e+00
-9.102523473341499027e+00,-1.135074593245225572e+01,-1.213758611835774559e+01,2.000000000000000000e+00
-8.822010348477395070e+00,-1.124438622777526930e+01,-1.213758611835774559e+01,2.000000000000000000e+00
-8.541497223613291112e+00,-1.113802652309828289e+01,-1.213758611835774559e+01,2.000000000000000000e+00
-8.260984098749187154e+00,-1.103166681842129648e+01,-1.213758611835774914e+01,2.000000000000000000e+00
-7.980470973885084085e+00,-1.092530711374431007e+01,-1.213758611835774914e+01,2.000000000000000000e+00
-7.699957849020981016e+00,-1.081894740906732366e+01,-1.213758611835774737e+01,2.000000000000000000e+00
-7.419444724156877058e+00,-1.071258770439033725e+01,-1.213758611835774737e+01,2.000000000000000000e+00
-7.138931599292773988e+00,-1.060622799971334906e+01,-1.213758611835774559e+01,2.000000000000000000e+00
-6.858418474428670919e+00,-1.049986829503636265e+01,-1.213758611835774026e+01,2.000000000000000000e+00
-6.577905349564566073e+00,-1.039350859035937624e+01,-1.213758611835774737e+01,2.000000000000000000e+00
-6.297392224700462116e+00,-1.028714888568238983e+01,-1.213758611835774737e+01,2.000000000000000000e+00
-6.016879099836359046e+00,-1.018078918100540342e+01,-1.213758611835774559e+01,2.000000000000000000e+00
-5.736365974972255977e+00,-1.007442947632841701e+01,-1.213758611835774559e+01,2.000000000000000000e+00
-5.455852850108152019e+00,-9.968069771651430599e+00,-1.213758611835774026e+01,2.000000000000000000e+00
-5.175339725244048061e+00,-9.861710066974444189e+00,-1.213758611835774914e+01,2.000000000000000000e+00
-4.894826600379944992e+00,-9.755350362297457778e+00,-1.213758611835774559e+01,2.000000000000000000e+00
-4.614313475515841034e+00,-9.648990657620469591e+00,-1.213758611835774381e+01,2.000000000000000000e+00
-4.333800350651737077e+00,-9.542630952943483180e+00,-1.213758611835774737e+01,2.000000000000000000e+00
-4.053287225787633119e+00,-9.436271248266496769e+00,-1.213758611835774381e+01,2.000000000000000000e+00
-3.772774100923529161e+00,-9.329911543589510359e+00,-1.213758611835774737e+01,2.000000000000000000e+00
-3.492260976059423427e+00,-9.223551838912523948e+00,-1.213758611835775625e+01,2.000000000000000000e+00
-3.211747851195323022e+00,-9.117192134235537537e+00,-1.213758611835774204e+01,2.000000000000000000e+00
-2.931234726331217288e+00,-9.010832429558551127e+00,-1.213758611835774737e+01,2.000000000000000000e+00
-2.650721601467115107e+00,-8.904472724881564716e+00,-1.213758611835774737e+01,2.000000000000000000e+00
-2.370208476603011150e+00,-8.798113020204578305e+00,-1.213758611835775270e+01,2.000000000000000000e+00
-2.089695351738905416e+00,-8.691753315527591894e+00,-1.213758611835774737e+01,2.000000000000000000e+00
-1.809182226874803234e+00,-8.585393610850605484e+00,-1.213758611835774381e+01,2.000000000000000000e+00
-1.528669102010699277e+00,-8.479033906173619073e+00,-1.213758611835775270e+01,2.000000000000000000e+00
-1.248155977146595319e+00,-8.372674201496632662e+00,-1.213758611835775802e+01,2.000000000000000000e+00
-9.676428522824931377e-01,-8.266314496819646251e+00,-1.213758611835773671e+01,2.000000000000000000e+00
-6.871297274183891801e-01,-8.159954792142658064e+00,-1.213758611835774204e+01,2.000000000000000000e+00
-4.066166025542852225e-01,-8.053595087465673430e+00,-1.213758611835775802e+01,2.000000000000000000e+00
-1.261034776901812648e-01,-7.947235382788685243e+00,-1.213758611835773671e+01,2.000000000000000000e+00
