x,y,yaw_deg
50.02639594099628,12.338695166581152,34.37746770784939
55.51946756211255,16.096707653443964,45.8366236104659
60.15644164177229,20.871114953904762,57.295779513082294
63.75245665623736,26.471576515407662,68.7549354156988
66.16415083476261,32.674819608773994,80.21409131831524
67.29537754099132,39.23354050733681,91.67324722093167
67.10103833593847,45.886263706111066,103.13240312354813
65.58888091043667,52.36776612504369,114.59155902616467
62.81919020915198,58.41965071625549,126.05071492878115
58.90238506008019,63.80064793892104,137.50987083139748
53.9946161243214,68.29623441449138,148.96902673401402
48.291540661983845,71.72718529682896,160.4281826366306
42.02052229465558,73.9567194012466,171.88733853924694
35.43156673529918,74.8959522387029,-176.6535055581364
28.78735484941454,74.50743955988906,-165.19434965552014
22.352770397868824,72.80667013928678,-153.73519375290365
16.384339957239707,69.86144828660717,-142.27603785028717
11.120006014723682,65.78919070293156,-130.8168819476707
6.769640952042469,60.7522454473692,-119.35772604505415
3.506680095874323,54.951419632259395,-107.8985701424377
1.4612073986862626,48.617973877286204,-96.43941423982126
0.7147694020528093,42.00440267835656,-84.98025833720477
1.2971242333784332,35.37436824884101,-73.52110243458831
3.1850552432651185,28.992189139160836,-62.06194653197179
6.303296580059506,23.11230269028816,-50.60279062935538
10.527533801843159,17.96912141988486,-39.14363472673888
15.689359900934978,13.767687734954878,-27.684478824122397
21.58298915984837,10.675499538125688,-16.225322921505928
27.97346117845308,8.81583261484074,-6.872698201156086
34.5903139568709,8.018304406414577,-1.1806616705687005
39.292500966045004,7.92139538543297,-1.1806616705687005
39.29250096604503,7.921395385432966,4.571431843322772
45.93655111968589,8.452628877101827,13.590816067189103
52.40574772633708,10.016594653780606,25.049971969805593
58.43527907176073,12.83461620101607,36.50912787242205
63.78476676850126,16.794347892501175,47.96828377503852
68.24094362337422,21.737927721352342,59.42743967765492
71.6261559274551,27.468270760161552,70.88659558027145
73.80544594883534,33.756926315114626,82.3457514828879
74.69193227150987,40.35318553423578,93.80490738550432
74.25027348326302,46.994076378158304,105.26406328812084
72.49807712624727,53.41484748547793,116.72321919073725
69.5051977398415,59.35952297406073,128.18237509335378
65.39095198060465,64.59110739168523,139.64153099597016
60.31936184370423,68.90103397684004,151.10068689858687
54.49261562357028,72.11747955733483,162.55984280120325
48.14300730463858,74.1122145979563,174.01899870381945
41.523675733237184,74.8057153073853,-174.52184539356392
34.898512770609166,74.1703340008049,-163.0626894909471
28.531642757163816,72.23140132584678,-151.60353358833112
22.676892708517002,69.06621640960573,-140.14437768571437
17.567673033376117,64.8009651863736,-128.68522178309803
13.407672197113989,59.605689762642136,-117.22606588048157
10.36273630543062,53.68750937491584,-105.76690997786496
8.554257343476586,47.282363199355174,-94.30775407524852
8.054333660479593,40.64560420137216,-82.84859817263212
8.88289563608032,34.04181901871226,-71.38944227001565
11.00691111899009,27.7342797271589,-59.93028636739909
14.341702314623745,21.974448013675072,-48.47113046478265
18.75432162155353,16.99195019247732,-37.011974562166195
24.068851832837595,12.985422728515704,-25.55281865954972
30.073419399921956,10.114593228449834,-14.093662756933234
36.52864116241564,8.493912605020977,-4.182042402812478
41.37740402985955,8.139369573431708,-4.182042402812478
