x,y,yaw_deg
2.0,2.0,-0.12726538697011028
8.666650159513356,1.9851920121364581,-0.12655072325659397
11.999975423457391,1.977829595348385,-0.12655072325659397
11.99997542345739,1.9778295953483866,3.8116616467925675
18.649393146251896,2.42084280565399,2.075279055709853
19.729999999999993,2.460000000000004,2.075279055709853
19.73,2.46,6.875493541569883
26.337698546251207,3.2567519111990766,18.334649444186326
32.65539287887457,5.350368878475649,29.793805346802834
38.43121646146574,8.657385000134799,41.25296124941924
43.4349054344521,13.045959979298807,48.57803948303456
47.844663967113235,18.04398612162943,57.57040836516193
51.41379376861885,23.661619622146723,69.02956426777834
53.79572711085197,29.876351091750852,80.48872017039488
54.895503828083065,36.44041879846793,91.94787607301119
54.66927929314228,43.092134076944646,103.40703197562773
53.12607236434488,49.56631402972952,114.86618787824423
50.327405832070944,55.604853532561265,126.32534378086076
46.38485369925929,60.96701507117532,137.78449968347704
41.45559307800242,65.4390261863064,149.24365558609364
35.73613803408843,68.84260190704137,160.70281148871004
29.454505191334075,71.0420524099988,172.16196739132664
22.86112342834126,71.94969254439319,-176.37887670605699
16.218850069381162,71.52933756229032,-164.91972080344067
9.792491592369828,69.7977456903198,-153.46056490082404
3.83824663023883,66.82395003206291,-142.00140899820764
-1.4065078600781895,62.72650643605952,-130.54225309559112
-5.73268006783217,57.66876704825129,-119.08309719297453
-8.96779915912581,51.85236797741053,-107.62394129035818
-10.982891144797897,45.509190699783026,-96.16478538774162
-11.697620666370145,38.89211767637434,-84.70562948512517
-11.083493713276916,32.264950727246365,-73.24647358250886
-9.16499358914838,25.891894085426173,-61.787317679892176
-6.018604839756264,20.02702140787992,-50.32816177727575
-1.7697640555349992,14.904146660585404,-38.86900587465936
3.4121408894409413,10.727502693551152,-27.40984997204286
9.320523797462055,7.663599121580612,-15.950694069426321
15.71983608696597,5.834584111381432,-5.110558059059085
21.634751067943583,5.305593354586918,-5.110558059059085
21.634751067943583,5.305593354586913,4.60720241363004
27.76999999999999,5.800000000000004,4.60720241363004
27.77,5.8,11.301433132954543
34.29793487297114,7.104579906363936,15.28595122220845
40.72874880933752,8.862156806610527,17.87846083343242
47.06710308217449,10.906758422019136,28.724326186946026
52.903645451920056,14.105393576627218,40.18348208956252
57.988374853038444,18.399810953121015,51.642637992178955
62.118579170098585,23.618805682517415,63.10179389479542
65.12960019059271,29.554312914445642,74.56094979741188
66.90139800826,35.9697027061449,86.02010570002831
67.36333663534141,42.60921371155334,97.47926160264485
66.49700003650682,49.20814957907392,108.93841750526127
64.33692631806855,55.503431559814885,120.39757340787773
60.969230802673934,61.24408662711519,131.85672931049416
56.528172883143995,66.20125297912622,143.31588521311076
51.19080352416172,70.17730403663629,154.7750411157272
45.16990679902675,73.01372719113715,166.23419701834365
38.70551686013187,74.59744320230973,177.6933529209601
32.05534853477873,74.86531431049346,-170.84749117642346
25.48452304827946,73.8066613399212,-159.38833527380697
19.25499847734191,71.46368944375705,-147.92917937119054
13.615126308207781,67.92980551782568,-136.47002346857397
8.789750446614644,63.34589436243838,-125.01086756595762
4.971243400810135,57.89470204999232,-113.55171166334104
2.311836996714689,51.7935504157526,-102.09255576072454
0.9175533754173877,45.28567312207904,-90.6333998581081
0.8439782249829442,38.630518699876035,-79.1742439554916
2.0940447544793734,32.09340715440256,-67.71508805287522
4.617916756188691,25.934952493928268,-56.25593215025869
8.31497541794143,20.40067287163876,-44.79677624764222
13.037830677636752,15.71120255164547,-33.3376203450258
18.598197199902224,12.053495917127172,-21.87846444240927
24.774400718246355,9.57337418904137,-10.419308539792754
31.32021548853003,8.369711994210148,0.5199236814118166
37.37332520908376,8.42464172032605,0.5199236814118166
37.37332520908378,8.42464172032605,11.45915590261647
43.89621820956749,9.746897592073376,22.918311805232904
